question_id,question,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,answer_index,cot_content,category,dialect
7350,मान लीजिए $n$ दो सबसे छोटी 3-अंकीय अभाज्य संख्याओं का गुणनफल है। $n$ के अंकों का योग ज्ञात कीजिए।,8,9,14,3,10,18,11,15,6,12,0,,math,hi
7352,"मान लीजिए कि $f(x)$ एक बहुपद है जिसकी डिग्री $6$ है और $g(x)$ एक बहुपद है जिसकी डिग्री $3$ है। यदि $h(x)$ भी एक बहुपद है जिससे $f(g(x)) + g(h(x)) + h(f(x))$ डिग्री $36$ का एक बहुपद है, तो बहुपद $h$ की डिग्री क्या है?",3,21,6,9,30,72,12,15,24,18,2,,math,hi
7364,$n$ का न्यूनतम धनात्मक पूर्णांक मान क्या होगा जिससे $\sqrt{18\cdot n \cdot 34}$ एक पूर्णांक हो?,4,3,1,18,51,17,6,34,68,2,5,,math,hi
7368,ऐसे कितने त्रिभुज हैं जिनकी सभी भुजाएँ पूर्णांक हैं और जिनकी अधिकतम भुजा की लंबाई 11 के बराबर है?,45,36,48,33,50,55,24,42,30,60,1,,math,hi
7377,चतुर्घात समीकरण x^4 - 18x^3 +kx2 + 200x - 1984 = 0 के चार मूलों में से दो का गुणनफल -32 है। k का मान ज्ञात कीजिए।,150,45,86,110,72,120,103,98,54,64,2,,math,hi
7379,"a\geq 0 के लिए, हम $S_a={x | dist(x, S) \leq a}$ को परिभाषित करते हैं, जहाँ $dist(x,S)=inf_{y\in S}||x-y||$ है। मान लीजिए S उत्तल है। क्या S_a उत्तल है? हाँ के लिए 1 और नहीं के लिए 0 लौटाएं।",अपरिभाषित,0.0,उपरोक्त में से कोई नहीं,1.0,,,,,,,3,,math,hi
7402,निर्धारित करें कि क्या Z[x] में बहुपद Q पर अविच्छेद्यता के लिए आइजेनस्टीन मापदंड को संतुष्ट करता है। x^2 - 12,"हाँ, p=4 के साथ","नहीं, क्योंकि बहुपद विच्छेद्य है","हाँ, p=1 के साथ","नहीं, क्योंकि बहुपद आइजेनस्टीन मापदंड को संतुष्ट नहीं करता है",नहीं,"हाँ, p=12 के साथ","हाँ, p=3 के साथ","हाँ, p=5 के साथ","हाँ, p=6 के साथ","हाँ, p=2 के साथ",6,,math,hi
7416,एक कार के विक्रय मूल्य और उसकी आयु (वर्षों में) के बीच का संबंध एक विशिष्ट मॉडल की कारों के यादृच्छिक नमूने से अनुमानित किया गया है। यह संबंध निम्नलिखित सूत्र द्वारा दिया गया है: विक्रय मूल्य = 15.9 – 0.983 (आयु)। इस समीकरण से हम निम्नलिखित में से क्या निष्कर्ष निकाल सकते हैं?,"कार के हर साल पुरानी होने पर, विक्रय मूल्य लगभग 983 डॉलर कम हो जाता है।","एक नई कार की औसत कीमत 9,830 डॉलर है।","एक नई कार की औसत कीमत 15,900 डॉलर है।","कार के हर साल पुरानी होने पर, विक्रय मूल्य लगभग 9.83 प्रतिशत कम हो जाता है।","कार के हर साल पुरानी होने पर, विक्रय मूल्य लगभग 983 डॉलर बढ़ जाता है।","कार के हर साल पुरानी होने पर, विक्रय मूल्य लगभग 159 डॉलर कम हो जाता है।","कार के हर साल पुरानी होने पर, विक्रय मूल्य लगभग 1,590 डॉलर बढ़ जाता है।",एक नई कार की औसत कीमत 983 डॉलर है।,"कार के हर साल पुरानी होने पर, विक्रय मूल्य समान रहता है।","कार के हर साल पुरानी होने पर, विक्रय मूल्य लगभग 1,590 डॉलर कम हो जाता है।",0,,math,hi
7464,दो संख्याओं का योग 19 है। उनका गुणनफल 70 है। वे दो संख्याएँ क्या हैं?,"5, 14","4, 15","1, 18","9, 10","12, 7","2, 17","3, 16","7, 10","8, 11","6, 13",0,,math,hi
7469,"मान लीजिए C एक रैखिक मानक समष्टि में एक संहत उत्तल समुच्चय है, और T: C → C एक सतत प्रतिचित्रण है। तब, C में T का एक स्थिर बिंदु मौजूद है। क्या यह सही है? हाँ के लिए 1 और नहीं के लिए 0 उत्तर दें।",1.0,2.5,-0.5,1.5,-1.0,0.5,0.0,2.0,-2.0,3.0,0,,math,hi
7493,"एक विशिष्ट स्प्रिंग-द्रव्यमान तंत्र प्रारंभिक मान समस्या को संतुष्ट करता है$$u^{\prime \prime}+\frac{1}{4} u^{\prime}+u=k g(t), \quad u(0)=0, \quad u^{\prime}(0)=0$$जहाँ $g(t)=u_{3 / 2}(t)-u_{5 / 2}(t)$ और $k>0$ एक पैरामीटर है।मान लीजिए $k=2$ है। वह समय $\tau$ ज्ञात कीजिए जिसके बाद सभी $t>\tau$ के लिए $|u(t)|<0.1$ होगा।",27.8924,25.6773,30.7654,24.5567,19.4689,32.8495,20.5426,28.6891,34.1256,22.3147,1,,math,hi
7497,"उदाहरण 5.6-4 में, $n=4$ के साथ $P(1.7 \leq Y \leq 3.2)$ की गणना करें और अपने उत्तर की तुलना इस प्राथिकता के सामान्य सन्निकटन से करें।",$0.7254$,$0.6749$,$0.6182$,$0.7035$,$0.7891$,$0.9524$,$0.5918$,$0.4876$,$0.5603$,$0.8421$,1,,math,hi
7509,परिमित क्षेत्र Z_11 के लिए जनक ज्ञात कीजिए।,2,5,10,6,4,3,8,7,1,9,0,,math,hi
7519,"मान लीजिए X और Y यादृच्छिक चर हैं जिनमें μx = 32, σx = 5, μy = 44, और σy = 12 हैं। यदि X और Y स्वतंत्र हैं, तो यादृच्छिक चर X + Y का माध्य और मानक विचलन क्या होगा?","μx+y = 72, σx+y = 12","μx+y = 80, σx+y = 15","μx+y = 76, σx+y = 8.5","μx+y = 76, σx+y = 20","μx+y = 76, σx+y = 13","μx+y = 38, σx+y = 17","μx+y = 76, σx+y = 17","μx+y = 68, σx+y = 13","μx+y = 70, σx+y = 17","μx+y = 76, σx+y = 19",4,,math,hi
7521,"एक लोकप्रिय बेकरी में रोटी की औसत दैनिक मांग 2,500 रोटी है, जिसका मानक विचलन 225 रोटी है। हर सुबह बेकरी 3,000 रोटी बनाती है। आज बेकरी में रोटी समाप्त हो जाने की क्या संभावना है? मान लीजिए कि इस बेकरी में रोटी की औसत दैनिक मांग सामान्य रूप से वितरित है।",0.9869,0.5234,0.6875,0.0132,0.3500,0.4589,0.8333,0.2314,0.7500,0.1667,3,,math,hi
7534,77 का अभाज्य गुणनखंड लिखिए। जहाँ संभव हो घातों का प्रयोग करें।,7^2 • 11^2,11^2 • 13,7 • 13^2,7 • 11 • 13,7 • 11,7^2 • 13,7^2 • 11,7 • 11^2 • 13,11 • 13,7^3 • 11,4,,math,hi
7555,"मान लीजिए $f(x)$ एक ऐसा फलन है जिसमें यह गुण है: सभी वास्तविक संख्याओं $a$ और $b$ के लिए जहाँ $a<b$ है, $y=f(x)$ के ग्राफ का भाग $x=a$ और $x=b$ के बीच उस रेखाखंड के नीचे स्थित है जिसके अंतिम बिंदु $(a,f(a))$ और $(b,f(b))$ हैं। (इस गुण वाले फलन को कड़ाई से उत्तल कहा जाता है।) यदि $f(x)$ बिंदु $(-2,5)$ और $(2,9)$ से होकर गुजरता है, तो $f(1)$ के सभी संभव मानों की परिसीमा क्या होगी? अपना उत्तर अंतराल संकेतन में व्यक्त करें।","(-inf, 5)","(-inf, 7)","(-inf, 3)","(-inf, 11)","(-inf, 9)","(-inf, 12)","(-inf, 6)","(-inf, 10)","(-inf, 4)","(-inf, 8)",9,,math,hi
7560,$N$ का कौन सा मान $rac{4^{(3^3)}}{(4^3)^3} = 2^N$ को संतुष्ट करता है?,34,64,36,18,9,81,27,72,45,54,2,,math,hi
7566,छह ६-पक्षीय पासे फेंके जाते हैं। तीन पासों पर अभाज्य संख्याएं और बाकी पर भाज्य संख्याएं आने की प्रायिकता क्या है?,\frac{5}{55},\frac{5}{54},\frac{125}{7776},\frac{3}{18},\frac{125}{2916},\frac{5}{36},\frac{5}{16},\frac{10}{54},\frac{1}{6},\frac{125}{3888},1,,math,hi
7576,क्या मानक गाउसीय वितरण का संचयी वितरण फलन $F(x)=1/\sqrt{2 \pi} \int_{-\infty}^x e^{-t^2/2} dt$ लॉग-अवतल है? हां के लिए 1 और नहीं के लिए 0 लौटाएं।,2.5,-1.0,2.0,1.5,-0.5,0.0,1.0,-2.0,0.5,3.0,6,,math,hi
7598,"आव्यूह $A=(\begin{array}{rrrrr} 1 & 2 & 3 & 4 & -3 \1 & 2 & 0 & -5 & 1 \2 & 4 & -3 & -19 & 6 \3 & 6 & -3 & -24 & 7\end{array})$ के लिए, इसकी पंक्ति रैंक और स्तंभ रैंक क्या है? दोनों संख्याओं को एक सूची के रूप में वापस करें।","[1, 1]","[3, 4]","[4, 4]","[2, 4]","[2, 3]","[3, 3]","[4, 2]","[2, 2]","[4, 3]","[3, 2]",7,,math,hi
7610,"7.3-5. कॉलेज के प्रथम वर्ष के विद्यार्थियों की एक बड़ी कक्षा में से उन विद्यार्थियों का अनुपात $p$ आंकने के लिए जिनका हाई स्कूल जीपीए 3.2 से 3.6 (दोनों सम्मिलित) के बीच था, $n=50$ विद्यार्थियों का एक नमूना लिया गया। यह पाया गया कि $y=9$ विद्यार्थी इस अंतराल में आते थे।
(अ) $p$ का बिंदु आकलन दीजिए।",$0.1000$,$0.1600$,$0.1200$,$0.2000$,$0.2200$,$0.1400$,$0.3000$,$0.2500$,$0.2800$,$0.1800$,9,,math,hi
7613,मान लीजिए $A$ और $B$ स्वतंत्र घटनाएँ हैं जिनमें $P(A)=$ 0.7 और $P(B)=0.2$ है। $P(A \cap B)$ की गणना कीजिए।,0.28,0.9,0.7,0.1,0.56,0.04,0.14,0.5,0.2,0.35,6,,math,hi
7617,वलय Z_3 x 3Z की अभिलाक्षणिक ज्ञात कीजिए।,24,12,30,21,15,36,3,9,6,0,9,,math,hi
7647,"1,248 / 7 का भागफल क्या है?",168 शेष 2,178 शेष 2,169 शेष 3,178 शेष 0,177 शेष 8,178 शेष 3,177 शेष 7,178 शेष 4,177 शेष 9,178 शेष 1,1,,math,hi
7662,252 और 96 का महत्तम समापवर्तक क्या है?,24,48,30,12,6,36,15,21,5,18,3,,math,hi
7671,"मैट्रिक्स [[0, 1, 2], [7, 8, 3], [6, 5, 4]] का सारणिक क्या है?",0,24,-12,36,-48,72,-60,-24,-36,60,8,,math,hi
7672,ट्रैपेज़ॉइडल नियम का उपयोग करके $\int_0^{\pi} sin^2(x)dx$ का अनुमानित मान ज्ञात कीजिए। अनुमानित दशमलव मान दीजिए।,1.414214,1.000000,0.785398,1.570796,1.234567,3.000000,3.141592,2.718282,2.345678,2.000000,3,,math,hi
7675,"1 और 100 के बीच कितनी पूर्णांक संख्याएँ 2, 3, या 5 से विभाज्य हैं?",82,60,80,68,74,72,85,50,78,66,4,,math,hi
7681,6 पुरुषों और 8 महिलाओं के एक समूह से 2 पुरुषों और 3 महिलाओं की एक समिति कितने तरीकों से चुनी जा सकती है?,1500,1000,1200,1100,720,960,400,500,840,650,8,,math,hi
7711,"एक कैसीनो में प्रयोग किया जाने वाला एक विशिष्ट रूलेट चक्र में 38 खाने होते हैं जो क्रमशः $1,2,3, \ldots, 36,0,00$ से अंकित हैं। 0 और 00 वाले खाने हरे रंग के हैं। शेष खानों में से आधे लाल और आधे काले हैं। साथ ही, 1 से 36 तक की संख्याओं में से आधी विषम हैं, आधी सम हैं, और 0 और 00 को न तो सम और न ही विषम माना जाता है। एक गेंद को चक्र के चारों ओर घुमाया जाता है और वह किसी एक खाने में जाकर रुकती है; हम मानते हैं कि प्रत्येक खाने की संभावना $1/38$ के बराबर है, और हमें उस खाने की संख्या में रुचि है जिसमें गेंद गिरती है। यदि $A=\{0,00\}$ हो, तो $P(A)$ का मान बताइए।",$\\frac{1}{19}$,$\\frac{1}{76}$,$\\frac{20}{38}$,$\\frac{2}{38}$,$\\frac{3}{38}$,$\\frac{4}{38}$,$\\frac{36}{38}$,$\\frac{1}{38}$,$\\frac{1}{2}$,$\\frac{18}{38}$,3,,math,hi
7729,"एक बड़े स्कूल जिले का स्कूल बोर्ड छात्रों के लिए एक नई ड्रेस कोड का प्रस्ताव दे रहा है। कुछ छात्रों को लगता है कि यह ड्रेस कोड अनुचित रूप से छात्राओं को लक्षित करता है। नए ड्रेस कोड के विरोध में लड़कों और लड़कियों के बीच अंतर देखने के लिए, वे जिले में 60 यादृच्छिक रूप से चुने गए पुरुष और 70 यादृच्छिक रूप से चुनी गई महिला उच्च विद्यालय के छात्रों का एक सर्वेक्षण करते हैं। वे पाते हैं कि 66 लड़कियां ड्रेस कोड का विरोध करती हैं और 50 लड़के ड्रेस कोड का विरोध करते हैं। निम्नलिखित में से कौन बताता है कि दो-अनुपात z-परीक्षण क्यों उचित नहीं है?",इस परीक्षण के लिए कोई वैकल्पिक परिकल्पना प्रस्तावित नहीं की गई है।,दोनों समूहों के लिए सफलताओं और असफलताओं की संख्या पर्याप्त बड़ी नहीं है।,जनसंख्या वितरण के आकार ज्ञात नहीं हैं।,z-परीक्षण अनुपातों के लिए डिज़ाइन नहीं किया गया है।,नमूना आकार बहुत छोटे हैं।,नमूना आकार अलग-अलग हैं।,नमूना यादृच्छिक रूप से नहीं चुना गया था।,ड्रेस कोड का विरोध करने वाले छात्र पूरी जनसंख्या का प्रतिनिधित्व नहीं करते हैं।,नमूना आकार बहुत बड़े हैं।,पुरुष और महिला के अनुपात समान नहीं हैं।,1,,math,hi
7733,"स्वास्थ्य विभाग एक विशिष्ट पार्क में सीसे के स्तर का परीक्षण करने की योजना बना रहा है। चूंकि सीसे का उच्च स्तर बच्चों के लिए हानिकारक है, यदि सीसे का स्तर अनुमत सीमा से अधिक होता है तो पार्क को बंद कर दिया जाएगा। विभाग पार्क में कई स्थानों का यादृच्छिक चयन करता है, उन स्थानों से मिट्टी के नमूने प्राप्त करता है, और नमूनों में सीसे के स्तर का परीक्षण करता है। निम्नलिखित में से कौन सा निर्णय प्रथम प्रकार की त्रुटि का परिणाम होगा?",जब सीसे का स्तर अनुमत सीमा के भीतर हो तब पार्क को खुला रखना,भविष्य में सीसे के स्तर में वृद्धि की भविष्यवाणी के आधार पर पार्क को बंद करना,जब सीसे का स्तर अनुमत सीमा से अधिक हो तब पार्क को खुला रखना,जब अन्य पार्कों में सीसे का स्तर अनुमत सीमा के भीतर हो तब उन्हें बंद करना,जब सीसे का स्तर अनुमत सीमा से अधिक हो तब पार्क को बंद करना,सीसे के स्तर का परीक्षण किए बिना ही पार्क को बंद करना,जब अन्य पार्कों में सीसे का स्तर अनुमत सीमा से अधिक हो तब उन्हें खुला रखना,परीक्षण परिणामों की अवहेलना करते हुए सीसे के स्तर की परवाह किए बिना पार्क को खुला रखना,जब सीसे का स्तर अनुमत सीमा के भीतर हो तब पार्क को बंद करना,किसी अन्य पार्क के सीसे के स्तर के आधार पर पार्क को बंद करना,8,,math,hi
7734,"10 अंकों के एक समूह में, सबसे बड़े अंक को 40 अंक से बढ़ाया जाता है। माध्य पर क्या प्रभाव पड़ेगा?",यह समान रहेगा।,यह 30 अंक बढ़ जाएगा।,यह 10 अंक बढ़ जाएगा।,यह 10 अंक घट जाएगा।,यह अपरिवर्तित रहेगा यदि अन्य अंक भी 40 अंक से बढ़ें।,यह 20 अंक बढ़ जाएगा।,यह 4 अंक घट जाएगा।,यह 40 अंक घट जाएगा।,यह 40 अंक बढ़ जाएगा।,यह 4 अंक बढ़ जाएगा।,9,,math,hi
7752,कौन सा अनुपात 3/8 के साथ समानुपात बना सकता है?,24/64,15/48,18/56,18/40,,,,,,,0,,math,hi
7762,एक दुकान में 8 मछली टैंक हैं जिनमें से प्रत्येक में 40 लीटर पानी है। सभी मछली टैंकों में कुल कितने लीटर पानी है?,400,380,280,300,360,340,5,420,320,48,8,,math,hi
7783,"एक घन के फलकों पर छह धनात्मक पूर्णांक लिखे गए हैं। प्रत्येक शीर्ष को उस शीर्ष से लगे तीन फलकों पर लिखी संख्याओं के गुणनफल से चिह्नित किया गया है। यदि शीर्षों पर लिखी संख्याओं का योग $1001$ के बराबर है, तो फलकों पर लिखी संख्याओं का योग क्या है?",36,31,15,20,13,18,27,24,1001,45,1,,math,hi
7794,मान लीजिए कि हम दो निष्पक्ष 6-पक्षीय पासे फेंकते हैं। दोनों संख्याओं का योग 4 होने की प्रायिकता क्या है?,\frac{3}{12},\frac{1}{6},\frac{2}{12},\frac{1}{9},\frac{1}{2},\frac{1}{18},\frac{1}{12},\frac{1}{3},\frac{1}{4},\frac{1}{8},6,,math,hi
7827,"मान लीजिए X_1, X_2,... स्वतंत्र चर हैं जो प्रत्येक +1 या -1 मान लेते हैं, जिनकी प्रायिकता 1/2 और 1/2 है। यह ज्ञात है कि $\sqrt{3/n^3}*\sum_{k=1}^n k*X_k$ सामान्य वितरण N(a,b) में वितरण में अभिसरित होता है जब n अनंत की ओर जाता है। यहाँ a प्रत्याशा है और b प्रसरण है। a और b के मान क्या हैं? उत्तर एक सूची के रूप में दें। उदाहरण के लिए, यदि a=2, b=100, तो [2,100] लौटाएं।","[2, 0]","[0, 1]","[2, 1]","[1, 1]","[1, 0]","[0, 0]","[0, 1/2]","[1, 2]","[0, 2]","[0, 3]",1,,math,hi
7828,"निम्नलिखित फलनों में से कौन-कौन से परिबद्ध संपूर्ण फलन हैं? 1. f(x)=0; 2. f(x)= 1+i; 3. f(x)=sin(x); 4. f(x)=min{|cos(x)|,1}. यहाँ i=\sqrt{-1} और $|\cdot|$ सम्मिश्र संख्या का मान है। उत्तरों की संख्या को एक सूची के रूप में दें।","[1, 2]","[2, 4]","[3, 4]","[1, 2, 3]","[1, 3, 4]","[1, 4]",[4],"[1, 3]",[3],"[2, 3]",0,,math,hi
7829,"वह सबसे छोटी धनात्मक पूर्णांक संख्या ज्ञात करें जो 2 से विभाजित करने पर शेषफल 1, 3 से विभाजित करने पर शेषफल 2, 4 से विभाजित करने पर शेषफल 3, 5 से विभाजित करने पर शेषफल 4, और 6 से विभाजित करने पर शेषफल 5 देती है।",59,91,101,121,65,143,50,72,61,119,0,,math,hi
7833,"स्टोक्स प्रमेय का उपयोग करके $\int_C \mathbf{F} \cdot d \mathbf{r}$ का मान ज्ञात कीजिए, जहाँ $\mathbf{F}(x, y, z)=x y \mathbf{i}+y z \mathbf{j}+z x \mathbf{k}$, और $C$ एक त्रिभुज है जिसके शीर्ष $(1,0,0),(0,1,0)$, और $(0,0,1)$ हैं, जो ऊपर से देखने पर वामावर्त दिशा में अभिविन्यस्त है।",$-\frac{1}{2}$,$\frac{1}{2}$,$0$,$\frac{3}{4}$,$\frac{1}{4}$,$-1$,$\frac{1}{3}$,$\frac{2}{3}$,$-\frac{1}{4}$,$-\frac{1}{3}$,0,,math,hi
7835,"7.3-9. महिलाओं के निम्नलिखित दो समूहों पर विचार करें: समूह 1 में वे महिलाएं हैं जो कपड़ों पर वार्षिक $\$ 500$ से कम खर्च करती हैं; समूह 2 में वे महिलाएं हैं जो कपड़ों पर वार्षिक $\$ 1000$ से अधिक खर्च करती हैं। मान लीजिए $p_1$ और $p_2$ क्रमशः इन दो समूहों में उन महिलाओं का अनुपात है जो मानती हैं कि कपड़े बहुत महंगे हैं। यदि समूह 1 से 1230 महिलाओं के यादृच्छिक नमूने में से 1009 और समूह 2 से 340 के यादृच्छिक नमूने में से 207 महिलाएं मानती हैं कि कपड़े बहुत महंगे हैं,(अ) $p_1-p_2$ का बिंदु आकलन दीजिए।",$0.2115$,$0.3256$,$0.1298$,$0.2732$,$0.3021$,$0.0997$,$0.2389$,$0.2654$,$0.1874$,$0.1543$,0,,math,hi
7852,"ग्वेन ने एक कागज पर नीचे दी गई संख्या का पैटर्न लिखा। 1, 5, 9, 13 ग्वेन के पैटर्न में अगले दो पद क्या होंगे?","17, 23","19, 25","19, 23","21, 23","17, 19","19, 21","15, 19","17, 21","15, 17","21, 25",7,,math,hi
7853,"उमी ने एक संख्या पैटर्न बनाया जो हर बार एक ही मात्रा जोड़कर अगली संख्या प्राप्त करता है। 20, 40, 60, 80, ... पैटर्न में आठवीं संख्या क्या होगी?",320,180,160,260,280,360,200,240,640,300,2,,math,hi
7854,बिल्ली का खाना $.47/पाउंड है। 6-पाउंड का एक थैला कितने का होगा?,$3.82,$2.97,$6.47,$12.77,$2.82,$1.47,$7.47,$8.22,$4.67,$5.02,4,,math,hi
7876,100 का तीन पंचमांश क्या है?,50,20,3,90,80,60,100,30,70,5,5,,math,hi
7880,3 <= n <= 11 वाले किन पूर्णांकों n के लिए केवल एक समूह क्रम n का होता है (समाकारिता तक)?,"केवल 3, 5, 7, और 11 के लिए","केवल 8, 9, 10, और 11 के लिए","केवल 4, 6, 8, और 10 के लिए","केवल 6, 7, 8, और 9 के लिए","केवल 3, 4, 5, और 6 के लिए","केवल 3, 5, 7, 9, और 11 के लिए","केवल 4, 5, 6, और 8 के लिए",सभी पूर्णांकों n के लिए जहाँ 3 <= n <= 11,ऐसे किसी भी पूर्णांक n के लिए नहीं,"केवल 5, 6, 7, 8, और 9 के लिए",0,,math,hi
7914,"n शीर्षों वाले एक पूर्ण ग्राफ की किनारों को 2 रंगों (लाल और नीला) से रंगने पर, वह न्यूनतम n क्या है जो या तो लाल में एक 4-क्लिक या नीले में एक 4-क्लिक की गारंटी देता है?",12,15,14,16,22,8,10,20,19,18,9,,math,hi
7918,"एक हेलीकॉप्टर जिसकी ऊंचाई s(t) = 300t - 4t^3 मीटर है, उसका t = 5 मिनट पर त्वरण मीटर/(मिनट^2) में ज्ञात करें।",100,240,180,150,60,-200,-60,-120,-180,-240,7,,math,hi
7930,\lim_{x \to 1} ((x - 1) sin((\π)/(x - 1)) का मान क्या होगा?,π,0,2π,1,अपरिभाषित,e,1/2,-π,1/π,-1,1,,math,hi
7935,"एक बल $\mathbf{F}=8 \mathbf{i}-6 \mathbf{j}+9 \mathbf{k}$ द्वारा किया गया कार्य ज्ञात करें जो एक वस्तु को बिंदु $(0,10,8)$ से बिंदु $(6,12,20)$ तक एक सीधी रेखा के साथ ले जाता है। दूरी मीटर में और बल न्यूटन में मापा जाता है।",144 $\mathrm{J}$,172 J,180 $\mathrm{J}$,168 J,132 J,160 $\mathrm{J}$,120 $\mathrm{J}$,156 J,200 J,210 J,0,,math,hi
7961,दो पूर्णांकों का लघुत्तम समापवर्त्य 60 है। प्रत्येक संख्या 12 से कम या बराबर है। दोनों संख्याओं का महत्तम समापवर्तक 2 है। वे दो संख्याएं क्या हैं?,5 और 12,12 और 15,6 और 12,4 और 8,3 और 9,8 और 10,6 और 10,2 और 10,2 और 6,10 और 12,9,,math,hi
7983,"एक धनात्मक पूर्णांक n को 'शक्तिशाली' कहा जाता है यदि, n के प्रत्येक अभाज्य गुणनखंड p के लिए, p^2 भी n का एक गुणनखंड है। एक शक्तिशाली संख्या का उदाहरण है",297,392,300,240,336,360,408,,,,1,,math,hi
7992,"एक शहर की आबादी में एक वायरस फैल रहा है, और वायरस से संक्रमित लोगों की संख्या हर 3 दिन में दोगुनी हो जाती है। यदि शहर में 1,000 लोग हैं, और 1 जनवरी को 10 लोगों को वायरस है, तो वह सबसे पहली तारीख क्या होगी जब पूरा शहर वायरस से संक्रमित हो जाएगा, यह मानते हुए कि एक वर्ष में 365 दिन हैं, और जनवरी महीने में 31 दिन हैं?",10 फरवरी,28 जनवरी,10 जनवरी,1 मार्च,15 जनवरी,31 जनवरी,10 मार्च,21 जनवरी,21 फरवरी,1 फरवरी,7,,math,hi
7994,-200 से 200 तक की 401 पूर्णांक संख्याओं में से कितनी संख्याएँ 13 से भाग करने पर शेषफल 5 देती हैं?,32,30,46,31,60,62,15,61,29,45,3,,math,hi
8001,"एक आयत जिसकी लंबाई $3x$ इंच और चौड़ाई $x + 5$ इंच है, जिसमें यह विशेषता है कि इसका क्षेत्रफल और परिमाप बराबर हैं, तो $x$ का मान क्या है?",\frac{3}{10},\frac{5}{2},\frac{10}{3},3,\frac{3}{2},1,\frac{1}{2},4,5,2,5,,math,hi
8016,$2/\pi*\prod_{k=1}^{\infty} \frac{(2*k)^2}{(2*k-1)(2*k+1)}$ का मान क्या है?,1.414,0.707,0.5,3.14,4.0,1.0,1.57,2.0,6.28,2.718,5,,math,hi
8023,शब्द *बनाना* के अक्षरों को शब्द की समरूपता तक कितने तरीकों से व्यवस्थित किया जा सकता है?,50,40,100,24,30,60,120,20,15,10,4,,math,hi
8032,"धनात्मक पूर्णांक N और N^2 दोनों आधार 10 में लिखे जाने पर समान चार अंकों abcd के क्रम से समाप्त होते हैं, जहाँ अंक a शून्येतर है। तीन अंकों की संख्या abc ज्ञात कीजिए।",491,254,625,812,368,789,937,673,123,456,6,,math,hi
8037,"मान लीजिए $P_5(x)$ साइन(x) फलन के लिए पाँचवीं डिग्री का टेलर बहुपद सन्निकटन है, जो x=0 पर केंद्रित है। साइन(1) के बहुपद सन्निकटन के लिए लाग्रांज त्रुटि क्या है?",0.02098,0.00198,0.000198,0.01998,0.0198,0.19898,0.0000198,0.198,0.0000298,0.00298,2,,math,hi
8055,"प्रतिरोधकों की एक खेप का औसत प्रतिरोध 200 ओम है जिसका मानक विचलन 5 ओम है, और प्रतिरोध सामान्य रूप से वितरित हैं। मान लीजिए कि यादृच्छिक रूप से चुने गए प्रतिरोधक का प्रतिरोध 194 ओम से कम है। इसका प्रतिरोध 188 ओम से अधिक होने की क्या प्रायिकता है?",0.93,0.07,0.20,0.30,0.35,0.12,0.99,0.65,0.50,0.80,0,,math,hi
8056,"एक टॉक शो संचालक ने हाल ही में बताया कि उनके प्रसारण के दौरान पूछे गए प्रश्न के जवाब में, उनके प्रचारित पते पर प्राप्त 2500 से अधिक विद्युत डाक संदेशों में से 82% ने बच्चों को मादक पदार्थ बेचने के दोषी पाए गए किसी भी व्यक्ति के लिए मृत्युदंड का समर्थन किया। यह क्या दर्शाता है?",सर्वेक्षण पक्षपातपूर्ण है क्योंकि इसमें केवल वे श्रोता शामिल हैं जिनके पास विद्युत डाक की सुविधा है।,यदि उन्होंने नियंत्रण समूह का उपयोग किया होता तो सर्वेक्षण अधिक सार्थक होता।,सर्वेक्षण सटीक है क्योंकि इसमें बड़ी संख्या में प्रतिक्रियाएं शामिल हैं।,यदि उन्होंने प्रतिक्रिया देने वाले 2500 श्रोताओं में से यादृच्छिक नमूना चुना होता तो सर्वेक्षण अधिक सार्थक होता।,सर्वेक्षण मान्य है क्योंकि यह कार्यक्रम के श्रोताओं की राय का प्रतिनिधित्व करता है।,यदि उन्होंने अपने दृष्टिकोण से असहमत श्रोताओं को शामिल किया होता तो सर्वेक्षण अधिक सार्थक होता।,स्वैच्छिक प्रतिक्रिया पक्षपात के कारण सर्वेक्षण अर्थहीन है।,सर्वेक्षण दर्शाता है कि संचालक के अधिकांश श्रोता मादक पदार्थ विक्रेताओं के लिए मृत्युदंड का समर्थन करते हैं।,,,6,,math,hi
8084,"एक छह फलक वाला पासा जाली है: किसी भी सम संख्या के आने की संभावना किसी भी विषम संख्या के आने की संभावना से दोगुनी है। यदि इस पासे को दो बार फेंका जाए, तो पहली बार 5 और दूसरी बार 6 आने की संभावना क्या होगी?",1/27,2/81,1/9,1/18,2/9,3/81,2/27,1/81,3/27,2/18,1,,math,hi
8086,"मान लें I != A != -I, जहाँ I एक इकाई मैट्रिक्स है और A एक वास्तविक 2 x 2 मैट्रिक्स है। यदि A = A^(-1), तो A का ट्रेस है",0.5,0,3,1,-2,2,-4,4,-3,-1,1,,math,hi
8088,"मान लें कि T: R^2 -> R^2 एक रैखिक रूपांतरण है जो बिंदु (1, 2) को (2, 3) में और बिंदु (-1, 2) को (2, -3) में मैप करता है। तब T बिंदु (2, 1) को किसमें मैप करेगा","(2, 5)","(4, -3)","(0, 0)","(3, 2)","(5, -1)","(-2, 1)","(1, 6)","(-1, 4)","(-3, 2)","(-4, 3)",6,,math,hi
